tournament_id,player_id,team_members,division,standing
ef37920b3b369e1a760695ee54214f7f,44211c66e968c41a43847dffa5a7e11a,"[{'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/641_000.png', 'name': None, 'tera_type': 'Dark', 'ability': 'Prankster', 'held_item': 'Rocky Helmet', 'move1': 'Bleakwind Storm', 'move2': 'Tailwind', 'move3': 'Protect', 'move4': 'Sunny Day'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/812_000.png', 'name': None, 'tera_type': 'Fire', 'ability': 'Grassy Surge', 'held_item': 'Assault Vest', 'move1': 'Wood Hammer', 'move2': 'Grassy Glide', 'move3': 'U-turn', 'move4': 'Fake Out'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/620_000.png', 'name': None, 'tera_type': 'Fighting', 'ability': 'Inner Focus', 'held_item': 'Focus Sash', 'move1': 'Close Combat', 'move2': 'Feint', 'move3': 'Wide Guard', 'move4': 'Fake Out'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/035_000.png', 'name': None, 'tera_type': 'Grass', 'ability': 'Friend Guard', 'held_item': 'Eviolite', 'move1': 'Follow Me', 'move2': 'Helping Hand', 'move3': 'After You', 'move4': 'Protect'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/898_002.png', 'name': None, 'tera_type': 'Ghost', 'ability': 'As One', 'held_item': 'Sitrus Berry', 'move1': 'Astral Barrage', 'move2': 'Draining Kiss', 'move3': 'Nasty Plot', 'move4': 'Protect'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/1004_000.png', 'name': None, 'tera_type': 'Water', 'ability': 'Beads of Ruin', 'held_item': 'Covert Cloak', 'move1': 'Heat Wave', 'move2': 'Snarl', 'move3': 'Overheat', 'move4': 'Taunt'}]",Masters,294
ef37920b3b369e1a760695ee54214f7f,8792f2b2c00f692fe0990da5c311d023,"[{'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/914_000.png', 'name': None, 'tera_type': 'Water', 'ability': 'Moxie', 'held_item': 'Focus Sash', 'move1': 'Swords Dance', 'move2': 'Brave Bird', 'move3': 'Aqua Step', 'move4': 'Close Combat'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/591_000.png', 'name': None, 'tera_type': 'Grass', 'ability': 'Regenerator', 'held_item': 'Iapapa Berry', 'move1': 'Spore', 'move2': 'Rage Powder', 'move3': 'Pollen Puff', 'move4': 'Foul Play'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/973_000.png', 'name': None, 'tera_type': 'Fighting', 'ability': 'Costar', 'held_item': 'White Herb', 'move1': 'Copycat', 'move2': 'Wide Guard', 'move3': 'Air Slash', 'move4': 'Quick Guard'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/987_000.png', 'name': None, 'tera_type': 'Fairy', 'ability': 'Protosynthesis', 'held_item': 'Booster Energy', 'move1': 'Dazzling Gleam', 'move2': 'Trick Room', 'move3': 'Imprison', 'move4': 'Icy Wind'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/741_003.png', 'name': None, 'tera_type': 'Fire', 'ability': 'Dancer', 'held_item': 'Leftovers', 'move1': 'Protect', 'move2': 'Revelation Dance', 'move3': 'Substitute', 'move4': 'Roost'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/784_000.png', 'name': None, 'tera_type': 'Steel', 'ability': 'Bulletproof', 'held_item': 'Throat Spray', 'move1': 'Clangorous Soul', 'move2': 'Clanging Scales', 'move3': 'Flamethrower', 'move4': 'Tera Blast'}]",Masters,691
ef37920b3b369e1a760695ee54214f7f,c3be8dee15c4490d93d276bbb0f048e5,"[{'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/663_000.png', 'name': None, 'tera_type': 'Flying', 'ability': 'Gale Wings', 'held_item': 'Covert Cloak', 'move1': 'Brave Bird', 'move2': 'Tailwind', 'move3': 'Quick Guard', 'move4': 'Feint'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/977_000.png', 'name': None, 'tera_type': 'Dragon', 'ability': 'Unaware', 'held_item': 'Leftovers', 'move1': 'Order Up', 'move2': 'Wave Crash', 'move3': 'Substitute', 'move4': 'Protect'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/025_000.png', 'name': None, 'tera_type': 'Fairy', 'ability': 'Lightning Rod', 'held_item': 'Light Ball', 'move1': 'Fake Out', 'move2': 'Volt Tackle', 'move3': 'Feint', 'move4': 'Upper Hand'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/987_000.png', 'name': 'Flutter Mane', 'tera_type': 'Fairy', 'ability': 'Protosynthesis', 'held_item': 'Booster Energy', 'move1': 'Protect', 'move2': 'Taunt', 'move3': 'Moonblast', 'move4': 'Icy Wind'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/382_000.png', 'name': None, 'tera_type': 'Water', 'ability': 'Drizzle', 'held_item': 'Choice Specs', 'move1': 'Hydro Pump', 'move2': 'Ice Beam', 'move3': 'Origin Pulse', 'move4': 'Water Spout'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/978_000.png', 'name': None, 'tera_type': 'Stellar', 'ability': 'Commander', 'held_item': 'Focus Sash', 'move1': 'Draco Meteor', 'move2': 'Icy Wind', 'move3': 'Protect', 'move4': 'Taunt'}]",Masters,215
ef37920b3b369e1a760695ee54214f7f,0f93a7e428dad9cf9fff09a2eb3c28ca,"[{'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/641_000.png', 'name': None, 'tera_type': 'Dark', 'ability': 'Prankster', 'held_item': 'Covert Cloak', 'move1': 'Tailwind', 'move2': 'Sunny Day', 'move3': 'Icy Wind', 'move4': 'Bleakwind Storm'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/591_000.png', 'name': None, 'tera_type': 'Water', 'ability': 'Regenerator', 'held_item': 'Rocky Helmet', 'move1': 'Sludge Bomb', 'move2': 'Spore', 'move3': 'Rage Powder', 'move4': 'Protect'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/1004_000.png', 'name': None, 'tera_type': 'Ghost', 'ability': 'Beads of Ruin', 'held_item': 'Choice Specs', 'move1': 'Heat Wave', 'move2': 'Dark Pulse', 'move3': 'Overheat', 'move4': 'Snarl'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/987_000.png', 'name': None, 'tera_type': 'Fairy', 'ability': 'Protosynthesis', 'held_item': 'Focus Sash', 'move1': 'Taunt', 'move2': 'Dazzling Gleam', 'move3': 'Protect', 'move4': 'Moonblast'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/1007_000.png', 'name': None, 'tera_type': 'Fire', 'ability': 'Orichalcum Pulse', 'held_item': 'Clear Amulet', 'move1': 'Flame Charge', 'move2': 'Flare Blitz', 'move3': 'Protect', 'move4': 'Collision Course'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/1021_000.png', 'name': None, 'tera_type': 'Water', 'ability': 'Protosynthesis', 'held_item': 'Assault Vest', 'move1': 'Thunderclap', 'move2': 'Draco Meteor', 'move3': 'Electroweb', 'move4': 'Weather Ball'}]",Masters,891
ef37920b3b369e1a760695ee54214f7f,951920b9cce4938227347ecee4b07b8a,"[{'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/992_000.png', 'name': None, 'tera_type': 'Fire', 'ability': 'Quark Drive', 'held_item': 'Assault Vest', 'move1': 'Drain Punch', 'move2': 'Fake Out', 'move3': 'Ice Punch', 'move4': 'Wild Charge'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/901_001.png', 'name': None, 'tera_type': 'Normal', 'ability': 'Mind’s Eye', 'held_item': 'Life Orb', 'move1': 'Blood Moon', 'move2': 'Earth Power', 'move3': 'Protect', 'move4': 'Hyper Voice'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/727_000.png', 'name': None, 'tera_type': 'Ghost', 'ability': 'Intimidate', 'held_item': 'Sitrus Berry', 'move1': 'Will-O-Wisp', 'move2': 'Fake Out', 'move3': 'Flare Blitz', 'move4': 'U-turn'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/991_000.png', 'name': None, 'tera_type': 'Ice', 'ability': 'Quark Drive', 'held_item': 'Focus Sash', 'move1': 'Hydro Pump', 'move2': 'Freeze-Dry', 'move3': 'Icy Wind', 'move4': 'Protect'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/981_000.png', 'name': None, 'tera_type': 'Fairy', 'ability': 'Armor Tail', 'held_item': 'Electric Seed', 'move1': 'Foul Play', 'move2': 'Trick Room', 'move3': 'Psychic Noise', 'move4': 'Helping Hand'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/1008_000.png', 'name': None, 'tera_type': 'Electric', 'ability': 'Hadron Engine', 'held_item': 'Choice Specs', 'move1': 'Discharge', 'move2': 'Electro Drift', 'move3': 'Volt Switch', 'move4': 'Draco Meteor'}]",Masters,782
ef37920b3b369e1a760695ee54214f7f,83ccb553dd6d9ad31f8d0f896698d2c4,"[{'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/792_000.png', 'name': None, 'tera_type': 'Fairy', 'ability': 'Shadow Shield', 'held_item': 'Leftovers', 'move1': 'Moonblast', 'move2': 'Moongeist Beam', 'move3': 'Calm Mind', 'move4': 'Protect'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/645_000.png', 'name': None, 'tera_type': 'Water', 'ability': 'Sheer Force', 'held_item': 'Life Orb', 'move1': 'Earth Power', 'move2': 'Sludge Bomb', 'move3': 'Substitute', 'move4': 'Protect'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/637_000.png', 'name': None, 'tera_type': 'Water', 'ability': 'Flame Body', 'held_item': 'Safety Goggles', 'move1': 'Flamethrower', 'move2': 'Bug Buzz', 'move3': 'Will-O-Wisp', 'move4': 'Rage Powder'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/892_001.png', 'name': None, 'tera_type': 'Water', 'ability': 'Unseen Fist', 'held_item': 'Choice Scarf', 'move1': 'Surging Strikes', 'move2': 'Close Combat', 'move3': 'Aqua Jet', 'move4': 'U-turn'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/812_000.png', 'name': None, 'tera_type': 'Fire', 'ability': 'Grassy Surge', 'held_item': 'Assault Vest', 'move1': 'Fake Out', 'move2': 'Grassy Glide', 'move3': 'Wood Hammer', 'move4': 'Knock Off'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/641_000.png', 'name': None, 'tera_type': 'Dark', 'ability': 'Prankster', 'held_item': 'Covert Cloak', 'move1': 'Bleakwind Storm', 'move2': 'Tailwind', 'move3': 'Taunt', 'move4': 'Rain Dance'}]",Masters,551
ef37920b3b369e1a760695ee54214f7f,837fa77093dc73a1b4d9eed3386f5f0f,"[{'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/035_000.png', 'name': None, 'tera_type': 'Grass', 'ability': 'Friend Guard', 'held_item': 'Eviolite', 'move1': 'Follow Me', 'move2': 'Protect', 'move3': 'Helping Hand', 'move4': 'After You'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/727_000.png', 'name': None, 'tera_type': 'Ghost', 'ability': 'Intimidate', 'held_item': 'Assault Vest', 'move1': 'Flare Blitz', 'move2': 'U-turn', 'move3': 'Fake Out', 'move4': 'Knock Off'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/876_001.png', 'name': None, 'tera_type': 'Fairy', 'ability': 'Psychic Surge', 'held_item': 'Safety Goggles', 'move1': 'Dazzling Gleam', 'move2': 'Follow Me', 'move3': 'Helping Hand', 'move4': 'Trick Room'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/901_001.png', 'name': None, 'tera_type': 'Normal', 'ability': 'Mind’s Eye', 'held_item': 'Life Orb', 'move1': 'Blood Moon', 'move2': 'Earth Power', 'move3': 'Hyper Voice', 'move4': 'Protect'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/898_001.png', 'name': None, 'tera_type': 'Grass', 'ability': 'As One', 'held_item': 'Clear Amulet', 'move1': 'Glacial Lance', 'move2': 'High Horsepower', 'move3': 'Trick Room', 'move4': 'Protect'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/764_000.png', 'name': None, 'tera_type': 'Fairy', 'ability': 'Triage', 'held_item': 'Sitrus Berry', 'move1': 'Draining Kiss', 'move2': 'Floral Healing', 'move3': 'Trick Room', 'move4': 'Protect'}]",Masters,344
ef37920b3b369e1a760695ee54214f7f,ba077163332e3d37ca5b1e5711b8322d,"[{'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/892_001.png', 'name': None, 'tera_type': 'Ghost', 'ability': 'Unseen Fist', 'held_item': 'Choice Scarf', 'move1': 'Surging Strikes', 'move2': 'Close Combat', 'move3': 'Coaching', 'move4': 'U-turn'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/591_000.png', 'name': None, 'tera_type': 'Fairy', 'ability': 'Regenerator', 'held_item': 'Mental Herb', 'move1': 'Spore', 'move2': 'Rage Powder', 'move3': 'Pollen Puff', 'move4': 'Protect'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/898_001.png', 'name': None, 'tera_type': 'Fire', 'ability': 'As One', 'held_item': 'Clear Amulet', 'move1': 'Glacial Lance', 'move2': 'High Horsepower', 'move3': 'Trick Room', 'move4': 'Protect'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/727_000.png', 'name': None, 'tera_type': 'Water', 'ability': 'Intimidate', 'held_item': 'Safety Goggles', 'move1': 'Knock Off', 'move2': 'Parting Shot', 'move3': 'Taunt', 'move4': 'Fake Out'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/1021_000.png', 'name': None, 'tera_type': 'Electric', 'ability': 'Protosynthesis', 'held_item': 'Booster Energy', 'move1': 'Thunderbolt', 'move2': 'Draco Meteor', 'move3': 'Thunderclap', 'move4': 'Protect'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/279_000.png', 'name': None, 'tera_type': 'Ghost', 'ability': 'Drizzle', 'held_item': 'Focus Sash', 'move1': 'Hurricane', 'move2': 'Weather Ball', 'move3': 'Wide Guard', 'move4': 'Helping Hand'}]",Masters,702
ef37920b3b369e1a760695ee54214f7f,82ca8778408796c62739c97c04629a76,"[{'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/641_000.png', 'name': None, 'tera_type': 'Steel', 'ability': 'Prankster', 'held_item': 'Focus Sash', 'move1': 'Tailwind', 'move2': 'Protect', 'move3': 'Bleakwind Storm', 'move4': 'Rain Dance'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/892_001.png', 'name': None, 'tera_type': 'Water', 'ability': 'Unseen Fist', 'held_item': 'Mystic Water', 'move1': 'Surging Strikes', 'move2': 'Close Combat', 'move3': 'Protect', 'move4': 'Taunt'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/1000_000.png', 'name': None, 'tera_type': 'Fairy', 'ability': 'Good as Gold', 'held_item': 'Leftovers', 'move1': 'Make It Rain', 'move2': 'Shadow Ball', 'move3': 'Protect', 'move4': 'Nasty Plot'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/727_000.png', 'name': None, 'tera_type': 'Ghost', 'ability': 'Intimidate', 'held_item': 'Safety Goggles', 'move1': 'Fake Out', 'move2': 'Knock Off', 'move3': 'Flare Blitz', 'move4': 'Parting Shot'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/1024_000.png', 'name': None, 'tera_type': 'Stellar', 'ability': 'Tera Shift', 'held_item': 'Covert Cloak', 'move1': 'Tera Starstorm', 'move2': 'Protect', 'move3': 'Dark Pulse', 'move4': 'Calm Mind'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/591_000.png', 'name': None, 'tera_type': 'Fairy', 'ability': 'Regenerator', 'held_item': 'Sitrus Berry', 'move1': 'Spore', 'move2': 'Rage Powder', 'move3': 'Protect', 'move4': 'Pollen Puff'}]",Masters,214
ef37920b3b369e1a760695ee54214f7f,167f843b5390abba1d81c9cf6fdbf9e1,"[{'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/987_000.png', 'name': None, 'tera_type': 'Fairy', 'ability': 'Protosynthesis', 'held_item': 'Booster Energy', 'move1': 'Shadow Ball', 'move2': 'Moonblast', 'move3': 'Calm Mind', 'move4': 'Protect'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/035_000.png', 'name': None, 'tera_type': 'Grass', 'ability': 'Friend Guard', 'held_item': 'Eviolite', 'move1': 'Follow Me', 'move2': 'Helping Hand', 'move3': 'After You', 'move4': 'Protect'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/641_000.png', 'name': None, 'tera_type': 'Dark', 'ability': 'Prankster', 'held_item': 'Covert Cloak', 'move1': 'Bleakwind Storm', 'move2': 'Tailwind', 'move3': 'Leer', 'move4': 'Taunt'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/892_001.png', 'name': None, 'tera_type': 'Steel', 'ability': 'Unseen Fist', 'held_item': 'Choice Scarf', 'move1': 'Surging Strikes', 'move2': 'Close Combat', 'move3': 'U-turn', 'move4': 'Aqua Jet'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/1024_000.png', 'name': None, 'tera_type': 'Stellar', 'ability': 'Tera Shift', 'held_item': 'Choice Specs', 'move1': 'Tera Starstorm', 'move2': 'Dark Pulse', 'move3': 'Earth Power', 'move4': 'Hyper Beam'}, {'poke_icon': 'https://storage.googleapis.com/files.rk9labs.com/sprites/broadcast/1017_003.png', 'name': None, 'tera_type': 'Fire', 'ability': 'Mold Breaker', 'held_item': 'Hearthflame Mask', 'move1': 'Ivy Cudgel', 'move2': 'Wood Hammer', 'move3': 'Stomping Tantrum', 'move4': 'Spiky Shield'}]",Masters,320
