tournament_id,tournament_name,location,rk9_id,start_date,end_date,logo_link
dab57d06a13fcd58d689843c0e54a021,2024 Pokémon World Championships,"Honolulu, US",,2024-08-16,2024-08-18,rk9.gg/static/images/worlds2024_logo_300x300.png
ef37920b3b369e1a760695ee54214f7f,North America Pokémon International Championships 2024,"New Orleans, US",NA02mtILnc5ycfC7jXkD,2024-06-07,2024-06-09,rk9.gg/static/images/naic_101x110.png
1c19d7a5574b18876a4317f05335c268,Bologna Pokémon Special Event 2024,"Bologna, IT",BOL02JtZY7MHanrpX1yg,2024-06-01,2024-06-02,rk9.gg/static/images/pokemon_regional_championships_100x100.png
0edd51cb574c3790707ce33155063f3f,Los Angeles Pokémon Regional Championships 2024,"Los Angeles, US",LA02m1nh2pWv0jkLpveI,2024-05-24,2024-05-26,rk9.gg/static/images/pokemon_regional_championships_100x100.png
dded1f3d6d1f41f4ea4fa5f9a5b85cf4,Santiago Pokémon Regional Championship 2024,"Huechuraba, CL",STG02w4A6uklqs9VCPzh,2024-05-18,2024-05-19,rk9.gg/static/images/pokemon_regional_championships_100x100.png
5e5d5ad43b45e8bcc2f4ac5f68c23b62,Stockholm Pokémon Regional Championships 2024,"Älvsjö, SE",STO02wl80bWeQOIO2bxP,2024-05-11,2024-05-12,rk9.gg/static/images/pokemon_regional_championships_100x100.png
8a64ba028b7cadb77e47f087733ae0db,Indianapolis Pokémon Regional Championships 2024,"Indianapolis, US",IND02mCwIuhUMs3NdM7W,2024-05-03,2024-05-05,rk9.gg/static/images/pokemon_regional_championships_100x100.png
36de75f9a8988a14fb720050e71ac6ae,São Paulo Pokémon Regional Championships 2024,"São Paulo - SP, BR",SAO02wq5kpeo4ES9gWjc,2024-04-20,2024-04-21,rk9.gg/static/images/pokemon_regional_championships_100x100.png
1e095db9540a46469b7fea3a66be9595,Orlando Pokémon Regional Championships 2024,"Orlando, US",ORL02mkY0cJRxgsXs1kS,2024-04-12,2024-04-14,rk9.gg/static/images/pokemon_regional_championships_100x100.png
6b9700920f6bf804a52e8253bc00e50e,Perth Pokémon Regional Championships 2024,"Perth, AU",PER02wgSg7uJW7d8FwUe,2024-04-13,2024-04-14,rk9.gg/static/images/pokemon_regional_championships_100x100.png
34f4097949177495acd413c6c2449c0f,Europe Pokémon International Championships 2024,"London, UK",EU02whGbj7Vqpe87mRZT,2024-04-05,2024-04-07,rk9.gg/static/images/euic_101x110.png
58b6c6113d2b24b21a9a18e58c214e7a,Vancouver Pokémon Regional Championships 2024,"Vancouver, CA",VAN02mE7gEJ80KMx7HC4,2024-03-22,2024-03-24,rk9.gg/static/images/pokemon_regional_championships_100x100.png
cde66ee12c3af02270a7113552084406,Goiania Pokémon Regional Championships 2024,"Goiânia - GO, BR",GOI02o7IDmbKTLBtCoTt,2024-03-09,2024-03-10,rk9.gg/static/images/pokemon_regional_championships_100x100.png
1b638ae911b467e672e436a8b6c63969,Utrecht Pokémon Special Event 2024,"Utrecht, NL",UTR02qceDeeOiTdLMLLF,2024-03-02,2024-03-03,rk9.gg/static/images/pokemon_regional_championships_100x100.png
e60bb0b63bbc49f87246dc17cdb876a2,Dortmund Pokémon Regional Championships 2024,"Dortmund, DE",DOR2mKpKsaHNWWKhpJRk,2024-02-10,2024-02-11,rk9.gg/static/images/pokemon_regional_championships_100x100.png
b98be3c3da446ff1b57133bec35a7912,Knoxville Pokémon Regional Championships 2024,"Knoxville, US",KNO2mNAEkSbVm7oYfOvU,2024-02-02,2024-02-04,rk9.gg/static/images/pokemon_regional_championships_100x100.png
833d5354c35cbb63e7258aa2a8114808,Melbourne Pokémon Regional Championships 2024,"South Wharf, AU",MEL2mR43t5En6wmkmM2K,2024-02-03,2024-02-04,rk9.gg/static/images/pokemon_regional_championships_100x100.png
08ee2a22c43d84f432f4ee452d29754a,Liverpool Pokémon Regional Championships 2024,"Liverpool, UK",LIV02mkoFE9bn1wGAf0J,2024-01-27,2024-01-28,rk9.gg/static/images/pokemon_regional_championships_100x100.png
3d6ec7c1f666c61619206a85b47bd603,Charlotte Pokémon Regional Championships 2024,"Charlotte, US",CHA2pGWrNLxBnP8EuHex,2024-01-19,2024-01-21,rk9.gg/static/images/pokemon_regional_championships_100x100.png
08c393fd4413990f78bb52a060c7703f,Portland Pokémon Regional Championships 2024,"Portland, US",PO2b9WxRw223EMcjpOaW,2024-01-05,2024-01-07,rk9.gg/static/images/pokemon_regional_championships_100x100.png
67ea57ac9ffd621ee4806fd5d9682382,San Antonio Pokémon Regional Championships 2024,"San Antonio, US",SAN2oKS0eXY6vLbFk3uM,2023-12-15,2023-12-17,rk9.gg/static/images/pokemon_regional_championships_100x100.png
9a05eb4049d1440745f4a6606a7583eb,Stuttgart Pokémon Regional Championships 2024,"Stuttgart, DE",ST2Ioba5mzZgxqROmLxW,2023-12-09,2023-12-10,rk9.gg/static/images/pokemon_regional_championships_100x100.png
b0ff775ca3a2024bacc417accfba53ce,Gdansk Pokémon Regional Championships 2024,"Gdansk, PL",GD271hOVzPZjalyCaVtJ,2023-11-25,2023-11-26,rk9.gg/static/images/pokemon_regional_championships_100x100.png
bdad20bcf1eb5035e8bef1e4d320d8d0,Brisbane Pokémon Regional Championships 2024,"South Brisbane, AU",BR2mBKHGFnebbtoHxW18,2023-11-25,2023-11-26,rk9.gg/static/images/pokemon_regional_championships_100x100.png
da8c9cab4108f860ecf0554d5cbc9e32,Latin America Pokémon International Championships 2024,"São Paulo - SP, BR",LA2XU3AEdfrifGl6lj2x,2023-11-17,2023-11-19,rk9.gg/static/images/laic_101x101.png
821f7741a53353be8f29916a5ea01e94,Toronto Pokémon Regional Championships 2024,"Toronto, CA",TO2FZ82J81OMbBNuiv28,2023-10-27,2023-10-29,rk9.gg/static/images/pokemon_regional_championships_100x100.png
79d919601baa2a1a8f37782d067ecac5,Lille Pokémon Regional Championships 2024,"Lille, FR",LI2GiqU95KLIbS3JeJZG,2023-10-21,2023-10-22,rk9.gg/static/images/pokemon_regional_championships_100x100.png
133f1c643dd5e5e76ded096cdc0cc3b9,Sacramento Pokémon Regional Championships 2024,"Sacramento, US",SA2tyam255Ebvfd0Seud,2023-10-13,2023-10-15,rk9.gg/static/images/pokemon_regional_championships_100x100.png
6a2e64d1c89688112f4be9bcf1aa5509,Peoria Pokémon Regional Championships 2024,"Peoria, US",PE24BluCAn4R6HsYsxJb,2023-10-06,2023-10-08,rk9.gg/static/images/pokemon_regional_championships_100x100.png
04b381b4bd1e1142439d3533f8c60787,Curitiba Pokémon Regional Championships 2024,"Pinhais - PR, BR",CU21wU4pmWTibJy4JKcb,2023-09-23,2023-09-24,rk9.gg/static/images/pokemon_regional_championships_100x100.png
0b41c95d1f0f37b8e1e8ddd602cc566b,Barcelona Pokémon Special Event 2024,"Barcelona, ES",BA2rzPwEuFcM5xMNQ6FN,2023-09-16,2023-09-17,rk9.gg/static/images/pokemon_regional_championships_100x100.png
e8b2c029625892738bd8cfc711844367,Pittsburgh Pokémon Regional Championships 2024,"Pittsburgh, US",PI2qO2IQ3eq5RHED1oJj,2023-09-08,2023-09-10,rk9.gg/static/images/pokemon_regional_championships_100x100.png
7f448d2aba2f6e57701580e7c6d3bfa2,2023 Pokémon World Championships,"Yokohama, JP",WO232RYJeQLCUDK8qmLC,2023-08-11,2023-08-13,rk9.gg/static/images/worlds2023_logo_125x125.png
d8b2bc7f21fc98db5b841acea108ffeb,2023 Pokémon North America International Championships,"Columbus, US",NA2MV6cHdbdqvXWs7HAa,2023-06-30,2023-07-02,rk9.gg/static/images/naic_101x110.png
c65677184e934f6aab872b797f727855,Fresno Pokémon Regional Championships 2023,"Fresno, US",fr2zol30xbnyXVh4U9Xp,2023-06-10,2023-06-11,rk9.gg/static/images/pokemon_regional_championships_100x100.png
b69220188395fe78efccce1a216b0bea,Milwaukee Pokémon Regional Championships 2023,"Milwaukee, US",MI2mHpVtGi3W9KBVAiPr,2023-06-02,2023-06-04,rk9.gg/static/images/pokemon_regional_championships_100x100.png
d1366f9b66699c5bef636dee25066fb0,Santiago Pokémon Regional Championships 2023,"Santiago, Región Metropolitana, CL",SA24cfnGUS7m4BJlX3Sw,2023-06-03,2023-06-04,rk9.gg/static/images/pokemon_regional_championships_100x100.png
1da1cff32f7cdeafe2c141589a8e6f7f,Torino Pokémon Special Championships,"10126 Torino, IT",TO2MrvCHZpK3m1svlBvv,2023-06-03,2023-06-04,rk9.gg/static/images/pokemon_regional_championships_100x100.png
ba1bb25ab8fb343e97c3bceaa0e6dcb0,Hartford Pokémon Regional Championships 2023,"Hartford, US",HA22UO6Jly3ArdsSqMkw,2023-05-19,2023-05-21,rk9.gg/static/images/pokemon_regional_championships_100x100.png
9c1858f0d60a43ac7676ddaaeeab056b,Malmö Pokémon Regional Championships 2023,"215 32 Malmö, SE",MAbpiUxdt7Vcs2bQImWZ,2023-05-20,2023-05-21,rk9.gg/static/images/pokemon_regional_championships_100x100.png
9e69001cec2fc98c21e57413abe64a5e,Portland Pokémon Regional Championships 2023,"Portland, US",xz2deBnaAtiQYiWRioh8,2023-05-05,2023-05-07,rk9.gg/static/images/pokemon_regional_championships_100x100.png
